Memory Stats

Group, Name, MB, KB, Bytes
ROM::*libc.a:readr.o, gObjectEventPic_Route_Poison, 0, 0, 48
ROM::*libc.a:readr.o, gObjectEventPic_Route_Psychic, 0, 0, 48
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Explosion6, 0, 0, 47
ROM::*libc.a:readr.o, gHealthboxDoublesOpponentGfx, 0, 0, 47
ROM::*libc.a:readr.o, gPokenavHeader_Tilemap, 0, 0, 47
ROM::*libc.a:readr.o, sound/songs/midi/mus_evolved.o, 0, 0, 47
ROM::*libc.a:readr.o, gBattleAnimBgTilemap_Sandstorm, 0, 0, 47
ROM::*libc.a:readr.o, gHealthboxSinglesOpponentGfx, 0, 0, 47
ROM::*libc.a:readr.o, gMetatileAttributes_TrickHousePuzzle, 0, 0, 47
ROM::*libc.a:readr.o, gBattleAnimFogTilemap, 0, 0, 47
ROM::*libc.a:readr.o, gBerryPic_Nanab, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PunchImpact, 0, 0, 46
ROM::*libc.a:readr.o, Rogue_Route_Chaos0_MapEvents, 0, 0, 46
ROM::*libc.a:readr.o, sound/songs/midi/se_exp.o, 0, 0, 46
ROM::*libc.a:readr.o, gMetalShineTilemap, 0, 0, 46
ROM::*libc.a:readr.o, gBerryPic_Aguav, 0, 0, 46
ROM::*libc.a:readr.o, gBerryPic_Oran, 0, 0, 46
ROM::*libc.a:readr.o, gBerryPic_Pecha, 0, 0, 46
ROM::*libc.a:readr.o, sound/songs/se_m_stat_increase.o, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Petal, 0, 0, 46
ROM::*libc.a:readr.o, gBerryPic_Leppa, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Breath, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_SnoreZ, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Explosion5, 0, 0, 46
ROM::*libc.a:readr.o, gPokenavLeftHeaderRibbons_Gfx, 0, 0, 46
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Gem2, 0, 0, 45
ROM::*libc.a:readr.o, gBagScreen_GfxTileMap, 0, 0, 45
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_FlyingDirt, 0, 0, 45
ROM::*libc.a:readr.o, gPokenavCityMap_Petalburg_0, 0, 0, 45
ROM::*libc.a:readr.o, sound/songs/midi/mus_obtain_tmhm.o, 0, 0, 45
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_VoidLines, 0, 0, 45
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Gem3, 0, 0, 45
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_BreakingEgg, 0, 0, 45
ROM::*libc.a:readr.o, gSineDegreeTable, 0, 0, 45
ROM::*libc.a:readr.o, gMailTiles_Dream, 0, 0, 45
ROM::*libc.a:readr.o, src/battle_arena.o, 0, 0, 44
ROM::*libc.a:readr.o, gRaySceneDuoFight_Clouds1_Tilemap, 0, 0, 44
ROM::*libc.a:readr.o, sound/songs/se_m_sandstorm.o, 0, 0, 44
ROM::*libc.a:readr.o, gMetatileAttributes_BattleArena, 0, 0, 44
ROM::*libc.a:readr.o, gPostgameContestOpponentFilter, 0, 0, 44
ROM::*libc.a:readr.o, Rogue_Encounter_MiniBoss_Layout_Blockdata, 0, 0, 44
ROM::*libc.a:readr.o, sound/songs/se_m_stat_decrease.o, 0, 0, 44
ROM::*libc.a:readr.o, gFrontierFactorySelectMenu_Gfx2, 0, 0, 44
ROM::*libc.a:readr.o, gBattleAnimBgImage_InAir, 0, 0, 43
ROM::*libc.a:readr.o, gBerryFixGameboyLogo_Tilemap, 0, 0, 43
ROM::*libc.a:readr.o, gPokenavLeftHeaderParty_Gfx, 0, 0, 43
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PurpleHandOutline, 0, 0, 43
ROM::*libc.a:readr.o, gBerryCheckCircle_Gfx, 0, 0, 43
ROM::*libc.a:readr.o, gEasyChatGroup_Events, 0, 0, 43
ROM::*libc.a:readr.o, voicegroup001, 0, 0, 43
ROM::*libc.a:readr.o, Rogue_Hub_Interior_ConfigRoom_MapEvents, 0, 0, 43
ROM::*libc.a:readr.o, gMetatileAttributes_BattlePalace, 0, 0, 43
ROM::*libc.a:readr.o, src/battle_anim_bug.o, 0, 0, 43
ROM::*libc.a:readr.o, gPokenavMainMenuBgTemplates, 0, 0, 43
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_ShadowBall, 0, 0, 43
ROM::*libc.a:readr.o, gDomeTourneyInfoCardBg_Tilemap, 0, 0, 43
ROM::*libc.a:readr.o, src/mini_printf.o, 0, 0, 42
ROM::*libc.a:readr.o, sound/songs/midi/se_m_fly.o, 0, 0, 42
ROM::*libc.a:readr.o, gBerryPic_Cheri, 0, 0, 42
ROM::*libc.a:readr.o, LittlerootTown_ProfessorBirchsLabWithTable_Layout_Blockdata, 0, 0, 42
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_FocusEnergy, 0, 0, 42
ROM::*libc.a:readr.o, Rogue_Encounter_Lab_Layout_Blockdata, 0, 0, 42
ROM::*libc.a:readr.o, Rogue_Hub_ProfLab_Layout_Blockdata, 0, 0, 42
ROM::*libc.a:readr.o, Rogue_Interior_ProfLab_Layout_Blockdata, 0, 0, 42
ROM::*libc.a:readr.o, gUnusedTilemap_Goosuto, 0, 0, 42
ROM::*libc.a:readr.o, gRouletteCredit_Gfx, 0, 0, 42
ROM::*libc.a:readr.o, gMailTiles_Fab, 0, 0, 42
ROM::*libc.a:readr.o, gBerryPic_Persim, 0, 0, 42
ROM::*libc.a:readr.o, gPokedexList_Tilemap, 0, 0, 42
ROM::*libc.a:readr.o, gTypeEffectiveness, 0, 0, 42
ROM::*libc.a:readr.o, gMetatileAttributes_EverGrande, 0, 0, 42
ROM::*libc.a:readr.o, Rogue_Encounter_Den_Layout_Blockdata, 0, 0, 41
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Cut, 0, 0, 41
ROM::*libc.a:readr.o, gIntroCopyright_Tilemap, 0, 0, 41
ROM::*libc.a:readr.o, gBattleTerrainAnimTilemap_PondWater, 0, 0, 41
ROM::*libc.a:readr.o, src/rogue_timeofday.o, 0, 0, 41
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Spotlight, 0, 0, 41
ROM::*libc.a:readr.o, sound/songs/se_m_psybeam2.o, 0, 0, 41
ROM::*libc.a:readr.o, gMenuPokeblock_Tilemap, 0, 0, 41
ROM::*libc.a:readr.o, sound/songs/midi/mus_rg_photo.o, 0, 0, 41
ROM::*libc.a:readr.o, Rogue_Special_GenericWildMon_Layout_Blockdata, 0, 0, 40
ROM::*libc.a:readr.o, gRaySceneChasesAway_Bg_Tilemap, 0, 0, 40
ROM::*libc.a:readr.o, gEasyChatGroup_Trainer, 0, 0, 40
ROM::*libc.a:readr.o, src/librfu_stwi.o, 0, 0, 40
ROM::*libc.a:readr.o, gText_Draw, 0, 0, 40
ROM::*libc.a:readr.o, src/naming_screen.o, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_LandWaterEdge_Frame2, 0, 0, 40
ROM::*libc.a:readr.o, gRaySceneCharges_Bg_Tilemap, 0, 0, 40
ROM::*libc.a:readr.o, gContestApplauseGfx, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame0, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame1, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame2, 0, 0, 40
ROM::*libc.a:readr.o, gPokedexStartMenuSearchResults_Tilemap, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame3, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame4, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame5, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_SandWaterEdge_Frame6, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_LandWaterEdge_Frame0, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_LandWaterEdge_Frame1, 0, 0, 40
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_GhostlySpirit, 0, 0, 40
ROM::*libc.a:readr.o, gMailTiles_Tropic, 0, 0, 40
ROM::*libc.a:readr.o, gBattlePyramidBagTilemap, 0, 0, 40
ROM::*libc.a:readr.o, gEasyChatWindow_Gfx, 0, 0, 40
ROM::*libc.a:readr.o, gTilesetAnims_General_LandWaterEdge_Frame3, 0, 0, 40
ROM::*libc.a:readr.o, gShopMenu_Tilemap, 0, 0, 40
ROM::*libc.a:readr.o, gText_Judgement, 0, 0, 39
ROM::*libc.a:readr.o, gMetatileAttributes_MeteorFalls, 0, 0, 39
ROM::*libc.a:readr.o, gNatureEvRewardStatTable, 0, 0, 39
ROM::*libc.a:readr.o, gMetalShineGfx, 0, 0, 39
ROM::*libc.a:readr.o, gMetatileAttributes_Lab, 0, 0, 39
ROM::*libc.a:readr.o, gBattleAnimBgTilemap_Cosmic, 0, 0, 39
ROM::*libc.a:readr.o, gRaySceneCharges_Bg_Gfx, 0, 0, 39
ROM::*libc.a:readr.o, gBattleInterfaceGfx_UnusedWindow3, 0, 0, 39
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PurpleDroplet, 0, 0, 39
ROM::*libc.a:readr.o, src/battle_anim_ground.o, 0, 0, 39
ROM::*libc.a:readr.o, gPokenavLeftHeaderSearch_Gfx, 0, 0, 39
ROM::*libc.a:readr.o, gPokenavLeftHeaderBeauty_Gfx, 0, 0, 39
ROM::*libc.a:readr.o, gMailTiles_Harbor, 0, 0, 39
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PinkCloud, 0, 0, 39
ROM::*libc.a:readr.o, gCureBubblesGfx, 0, 0, 39
ROM::*libc.a:readr.o, src/rogue_popup.o, 0, 0, 39
ROM::*libc.a:readr.o, c_MetaTile_Stone, 0, 0, 39
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Web, 0, 0, 39
ROM::*libc.a:readr.o, CableCarStation_Layout_Blockdata, 0, 0, 39
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_RedBall, 0, 0, 39
ROM::*libc.a:readr.o, gPartyMenuBg_Tilemap, 0, 0, 39
ROM::*libc.a:readr.o, src/battle_pyramid_bag.o, 0, 0, 39
ROM::*libc.a:readr.o, gRaySceneDuoFight_Clouds3_Tilemap, 0, 0, 39
ROM::*libc.a:readr.o, src/rogue_adventure.o, 0, 0, 38
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Clapping, 0, 0, 38
ROM::*libc.a:readr.o, gEasyChatGroup_Move1, 0, 0, 38
ROM::*libc.a:readr.o, gWallpaperTilemap_Ribbon, 0, 0, 38
ROM::*libc.a:readr.o, src/mail_data.o, 0, 0, 38
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_CrackedEgg, 0, 0, 38
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_RainDrops, 0, 0, 38
ROM::*libc.a:readr.o, sound/songs/midi/mus_obtain_item.o, 0, 0, 38
ROM::*libc.a:readr.o, gContestCurtainTilemap, 0, 0, 38
ROM::*libc.a:readr.o, sRogueDexVariant_KANTO_RBY, 0, 0, 37
ROM::*libc.a:readr.o, gBallGfx_Luxury, 0, 0, 37
ROM::*libc.a:readr.o, gContestResults_Interface_Tilemap, 0, 0, 37
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Angel, 0, 0, 37
ROM::*libc.a:readr.o, gPokenavLeftHeaderSmart_Gfx, 0, 0, 37
ROM::*libc.a:readr.o, gKantoTrainerCardBack_Tilemap, 0, 0, 37
ROM::*libc.a:readr.o, src/pokedex_area_region_map.o, 0, 0, 37
ROM::*libc.a:readr.o, gBallSpritePalettes, 0, 0, 37
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_WhiteFeather, 0, 0, 37
ROM::*libc.a:readr.o, src/m4a_tables.o, 0, 0, 37
ROM::*libc.a:readr.o, gFrontierBannedSpecies, 0, 0, 36
ROM::*libc.a:readr.o, gBattleTerrainAnimTilemap_Building, 0, 0, 36
ROM::*libc.a:readr.o, sound/songs/se_m_haze.o, 0, 0, 36
ROM::*libc.a:readr.o, gIntroCloudsSun_Tilemap, 0, 0, 36
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_WeatherBall, 0, 0, 36
ROM::*libc.a:readr.o, gDecorIcon_VenusaurDoll, 0, 0, 36
ROM::*libc.a:readr.o, gBallSpriteTemplates, 0, 0, 36
ROM::*libc.a:readr.o, gBerryFixWindow_Tilemap, 0, 0, 36
ROM::*libc.a:readr.o, gPokenavLeftHeaderCute_Gfx, 0, 0, 36
ROM::*libc.a:readr.o, gBerryCrush_Crusher_Pal, 0, 0, 36
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_MilkBottle, 0, 0, 36
ROM::*libc.a:readr.o, EverGrandeCity_ShortHall_Layout_Blockdata, 0, 0, 36
ROM::*libc.a:readr.o, gTilesetAnims_BikeShop_BlinkingLights_Frame0, 0, 0, 36
ROM::*libc.a:readr.o, gTilesetAnims_BikeShop_BlinkingLights_Frame1, 0, 0, 36
ROM::*libc.a:readr.o, gMetatileAttributes_Petalburg, 0, 0, 36
ROM::*libc.a:readr.o, gNamingScreenPageButton_Gfx, 0, 0, 36
ROM::*libc.a:readr.o, gIntroKyogreBg_Tilemap, 0, 0, 36
ROM::*libc.a:readr.o, gConfetti_Gfx, 0, 0, 36
ROM::*libc.a:readr.o, gMetatileAttributes_LilycoveMuseum, 0, 0, 35
ROM::*libc.a:readr.o, gBattleAnimMaskTilemap_LightBeam, 0, 0, 35
ROM::*libc.a:readr.o, gEasyChatWordsByLetter_M, 0, 0, 35
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Duck, 0, 0, 35
ROM::*libc.a:readr.o, gCureBubblesTilemap, 0, 0, 35
ROM::*libc.a:readr.o, gBattleStatMask2_Tilemap, 0, 0, 35
ROM::*libc.a:readr.o, gBattleStatMask1_Tilemap, 0, 0, 35
ROM::*libc.a:readr.o, gBerryPic_Lum, 0, 0, 35
ROM::*libc.a:readr.o, gVineWhipSpriteTemplate, 0, 0, 35
ROM::*libc.a:readr.o, gIntroGroudonBg_Tilemap, 0, 0, 35
ROM::*libc.a:readr.o, sound/songs/midi/mus_slots_win.o, 0, 0, 35
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_FlatRock, 0, 0, 35
ROM::*libc.a:readr.o, gContestFaces_Gfx, 0, 0, 35
ROM::*libc.a:readr.o, src/berry_fix_program.o, 0, 0, 35
ROM::*libc.a:readr.o, gMailTilemap_Fab, 0, 0, 35
ROM::*libc.a:readr.o, sound/songs/se_m_moonlight.o, 0, 0, 35
ROM::*libc.a:readr.o, gContestInterfaceAudiencePalette, 0, 0, 35
ROM::*libc.a:readr.o, gStdStrings, 0, 0, 35
ROM::*libc.a:readr.o, gUnusedTilemap_BlueFrame, 0, 0, 35
ROM::*libc.a:readr.o, gRaySceneCharges_Orbs_Tilemap, 0, 0, 35
ROM::*libc.a:readr.o, gPokedexInfoScreen_Tilemap, 0, 0, 35
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PawPrint, 0, 0, 35
ROM::*libc.a:readr.o, sound/songs/midi/se_m_swords_dance.o, 0, 0, 35
ROM::*libc.a:readr.o, gUnionRoomChat_RButtonLabels, 0, 0, 35
ROM::*libc.a:readr.o, gPartyMenuPokeballSmall_Gfx, 0, 0, 34
ROM::*libc.a:readr.o, gContestResults_WinnerBanner_Tilemap, 0, 0, 34
ROM::*libc.a:readr.o, DirectSoundWaveData_puresquare_50, 0, 0, 34
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Orbs, 0, 0, 34
ROM::*libc.a:readr.o, gPokenavLeftHeaderTough_Gfx, 0, 0, 34
ROM::*libc.a:readr.o, DirectSoundWaveData_puresquare_37, 0, 0, 34
ROM::*libc.a:readr.o, DirectSoundWaveData_puresquare_25, 0, 0, 34
ROM::*libc.a:readr.o, DirectSoundWaveData_puresquare_12, 0, 0, 34
ROM::*libc.a:readr.o, gPokedexStartMenuMain_Tilemap, 0, 0, 34
ROM::*libc.a:readr.o, gWeatherPtr, 0, 0, 34
ROM::*libc.a:readr.o, gBallGfx_Dive, 0, 0, 34
ROM::*libc.a:readr.o, gMailTilemap_Retro, 0, 0, 34
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_WhiteShadow, 0, 0, 34
ROM::*libc.a:readr.o, Rogue_Encounter_Shops_MapEvents, 0, 0, 34
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PoisonPowder, 0, 0, 34
ROM::*libc.a:readr.o, gDomeTourneyLineUp_Tilemap, 0, 0, 34
ROM::*libc.a:readr.o, src/gym_leader_rematch.o, 0, 0, 34
ROM::*libc.a:readr.o, gItemIcon_WatmelBerry, 0, 0, 34
ROM::*libc.a:readr.o, gDecorIcon_RegiceDoll, 0, 0, 34
ROM::*libc.a:readr.o, gOldBattleInterfaceTilemap, 0, 0, 34
ROM::*libc.a:readr.o, gRaySceneDescends_RayquazaTail_Gfx, 0, 0, 34
ROM::*libc.a:readr.o, gDomeTourneyLineDown_Tilemap, 0, 0, 34
ROM::*libc.a:readr.o, sound/songs/se_m_acid_armor.o, 0, 0, 34
ROM::*libc.a:readr.o, gUnusedGfx_Goosuto, 0, 0, 34
ROM::*libc.a:readr.o, gBerryTag_Pal, 0, 0, 34
ROM::*libc.a:readr.o, gSpeciesIdToCryId, 0, 0, 34
ROM::*libc.a:readr.o, gDecorIcon_RegisteelDoll, 0, 0, 33
ROM::*libc.a:readr.o, gShopMenu_Gfx, 0, 0, 33
ROM::*libc.a:readr.o, gBattleVSFrame_Tilemap, 0, 0, 33
ROM::*libc.a:readr.o, gMailTilemap_Glitter, 0, 0, 33
ROM::*libc.a:readr.o, gItemIcon_RootFossil, 0, 0, 33
ROM::*libc.a:readr.o, gUnusedTilemap_BasicFrame, 0, 0, 33
ROM::*libc.a:readr.o, gWallpaperTilemap_Horizontal, 0, 0, 33
ROM::*libc.a:readr.o, gMailTilemap_Shadow, 0, 0, 33
ROM::*libc.a:readr.o, gEasyChatWindow_Tilemap, 0, 0, 33
ROM::*libc.a:readr.o, Rogue_Hub_Bakery_MapEvents, 0, 0, 33
ROM::*libc.a:readr.o, sound/songs/se_m_cosmic_power.o, 0, 0, 33
ROM::*libc.a:readr.o, gJPContestInterfaceTilemap, 0, 0, 33
ROM::*libc.a:readr.o, gDecorIcon_BlastoiseDoll, 0, 0, 33
ROM::*libc.a:readr.o, src/battle_anim_poison.o, 0, 0, 33
ROM::*libc.a:readr.o, gEasyChatWordsByLetter_T, 0, 0, 33
ROM::*libc.a:readr.o, gRaySceneCharges_Streaks_Tilemap, 0, 0, 33
ROM::*libc.a:readr.o, UnusedLevelupAnimationTilemap, 0, 0, 33
ROM::*libc.a:readr.o, gDecorIcon_RhydonDoll, 0, 0, 33
ROM::*libc.a:readr.o, sound/songs/midi/se_applause.o, 0, 0, 33
ROM::*libc.a:readr.o, sound/songs/midi/se_orb.o, 0, 0, 33
ROM::*libc.a:readr.o, gDecorIcon_ColorfulPlant, 0, 0, 33
ROM::*libc.a:readr.o, gItemIcon_MachBike, 0, 0, 33
ROM::*libc.a:readr.o, gItemIcon_SilkScarf, 0, 0, 33
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_BlueShards, 0, 0, 33
ROM::*libc.a:readr.o, gSummaryMoveSelect_Gfx, 0, 0, 33
ROM::*libc.a:readr.o, gRaySceneCharges_Streaks_Gfx, 0, 0, 33
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_IceCrystals, 0, 0, 33
ROM::*libc.a:readr.o, src/rogue_assistant.o, 0, 0, 32
ROM::*libc.a:readr.o, gBattleAnimUnusedTilemap_Lights, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_OldSeaMap, 0, 0, 32
ROM::*libc.a:readr.o, sound/songs/se_m_petal_dance.o, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_Bicycle, 0, 0, 32
ROM::*libc.a:readr.o, src/reset_rtc_screen.o, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_DurinBerry, 0, 0, 32
ROM::*libc.a:readr.o, BattleTentLobby_Layout_Blockdata, 0, 0, 32
ROM::*libc.a:readr.o, gJPContestPal, 0, 0, 32
ROM::*libc.a:readr.o, src/battle_controller_player_partner.o, 0, 0, 32
ROM::*libc.a:readr.o, gRogueTypeWeatherTable, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_StatueShadow_Frame0, 0, 0, 32
ROM::*libc.a:readr.o, gRaySceneDuoFight_Clouds2_Tilemap, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_StatueShadow_Frame2, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_StatueShadow_Frame1, 0, 0, 32
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Coin, 0, 0, 32
ROM::*libc.a:readr.o, gSlotMachineReelTimeBolt0, 0, 0, 32
ROM::*libc.a:readr.o, gObjectEventPic_Statue, 0, 0, 32
ROM::*libc.a:readr.o, gFieldEffectObjectPic_ShortGrass, 0, 0, 32
ROM::*libc.a:readr.o, gFieldEffectObjectPic_SandFootprints, 0, 0, 32
ROM::*libc.a:readr.o, gFieldEffectObjectPic_DeepSandFootprints, 0, 0, 32
ROM::*libc.a:readr.o, gPokenavConditionCancel_Gfx, 0, 0, 32
ROM::*libc.a:readr.o, gFieldEffectObjectPic_SmallSparkle, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_Torch_Frame2, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_Torch_Frame1, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_BattlePyramid_Torch_Frame0, 0, 0, 32
ROM::*libc.a:readr.o, gSlotMachineReelTimeBolt1, 0, 0, 32
ROM::*libc.a:readr.o, sound/songs/se_m_perish_song.o, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame1, 0, 0, 32
ROM::*libc.a:readr.o, gFrontierPassBg_Pal, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame7, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame5, 0, 0, 32
ROM::*libc.a:readr.o, ../../tools/agbcc/lib\libgcc.a(_divdi3.o), 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame4, 0, 0, 32
ROM::*libc.a:readr.o, ../../tools/agbcc/lib\libgcc.a(_udivdi3.o), 0, 0, 32
ROM::*libc.a:readr.o, gTrainerBackPicTable_Steven, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame3, 0, 0, 32
ROM::*libc.a:readr.o, gPokenavLeftHeaderCool_Gfx, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame2, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame6, 0, 0, 32
ROM::*libc.a:readr.o, gFieldEffectObjectPic_JumpTallGrass, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_BerryPouch, 0, 0, 32
ROM::*libc.a:readr.o, gObjectEventPic_BrendanDecorating, 0, 0, 32
ROM::*libc.a:readr.o, gObjectEventPic_PC, 0, 0, 32
ROM::*libc.a:readr.o, gObjectEventPic_MayDecorating, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_ScopeLens, 0, 0, 32
ROM::*libc.a:readr.o, gObjectEventPic_BerryTreeSprout, 0, 0, 32
ROM::*libc.a:readr.o, gTilesetAnims_Pacifidlog_WaterCurrents_Frame0, 0, 0, 32
ROM::*libc.a:readr.o, gPokeblockFeedBg_Tilemap, 0, 0, 32
ROM::*libc.a:readr.o, gBattleAnimMaskTilemap_Curse, 0, 0, 32
ROM::*libc.a:readr.o, gDecorIcon_CharizardDoll, 0, 0, 32
ROM::*libc.a:readr.o, gItemIcon_HM, 0, 0, 32
ROM::*libc.a:readr.o, Rogue_HallwayFacade_Horizontal_Layout_Blockdata, 0, 0, 32
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_Tongue, 0, 0, 32
ROM::*libc.a:readr.o, gBattleArenaJudgementSymbolsGfx, 0, 0, 32
ROM::*libc.a:readr.o, gRogueDifficultyPresets, 0, 0, 31
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_ItemBag, 0, 0, 31
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_PurpleCoral, 0, 0, 31
ROM::*libc.a:readr.o, gBlankGfxCompressed, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_RabutaBerry, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_TM, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_AcroBike, 0, 0, 31
ROM::*libc.a:readr.o, src/battle_palace.o, 0, 0, 31
ROM::*libc.a:readr.o, Rogue_Hub_PokemonCentre_Layout_Blockdata, 0, 0, 31
ROM::*libc.a:readr.o, gPokenavRibbonsSummaryBg_Gfx, 0, 0, 31
ROM::*libc.a:readr.o, gBattleAnimUnusedGfx_MusicNotes, 0, 0, 31
ROM::*libc.a:readr.o, MysteryGiftScript_AlteringCave, 0, 0, 31
ROM::*libc.a:readr.o, SurfPichu_Slot2, 0, 0, 31
ROM::*libc.a:readr.o, src/battle_anim_mon_movement.o, 0, 0, 31
ROM::*libc.a:readr.o, gUnionRoomChat_Background_Tilemap, 0, 0, 31
ROM::*libc.a:readr.o, gRaySceneChasesAway_Ring_Gfx, 0, 0, 31
ROM::*libc.a:readr.o, gMailTilemap_Dream, 0, 0, 31
ROM::*libc.a:readr.o, gContestEffectDescriptionPointers, 0, 0, 31
ROM::*libc.a:readr.o, gBallGfx_Timer, 0, 0, 31
ROM::*libc.a:readr.o, sound/songs/midi/mus_register_match_call.o, 0, 0, 31
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_ToxicBubble, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_TeachyTV, 0, 0, 31
ROM::*libc.a:readr.o, src/pokenav_list.o, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_SunStone, 0, 0, 31
ROM::*libc.a:readr.o, gItemIcon_PetayaBerry, 0, 0, 31
ROM::*libc.a:readr.o, src/rogue_controller.o, 0, 0, 30
ROM::*libc.a:readr.o, gItemIcon_HelixFossil, 0, 0, 30
ROM::*libc.a:readr.o, sound/songs/se_m_heat_wave.o, 0, 0, 30
ROM::*libc.a:readr.o, gDecorIcon_SnorlaxDoll, 0, 0, 30
ROM::*libc.a:readr.o, gMetatileAttributes_OceanicMuseum, 0, 0, 30
ROM::*libc.a:readr.o, gMetatileAttributes_SootopolisGym, 0, 0, 30
ROM::*libc.a:readr.o, gItemIcon_LeafStone, 0, 0, 30
ROM::*libc.a:readr.o, gSpinningSparkleSpriteTemplate, 0, 0, 30
ROM::*libc.a:readr.o, gBattleAnimSpriteGfx_MudUnk, 0, 0, 30
ROM::*libc.a:readr.o, gDecorIcon_HardDesk, 0, 0, 30
ROM::*libc.a:readr.o, gItemIcon_ShoalShell, 0, 0, 30
